Loading tokenizer and model (this may take a while)...
Read 10000 train records
Building ORPO-style datasets (creating synthetic 'rejected' responses)...
Starting training...
{'loss': 2.6092, 'grad_norm': 1.1636658906936646, 'learning_rate': 1.9928e-05, 'rewards/chosen': -0.8355883359909058, 'rewards/rejected': -1.069198727607727, 'rewards/accuracies': 0.675000011920929, 'rewards/margins': 0.23361027240753174, 'logps/rejected': -10.691987037658691, 'logps/chosen': -8.355884552001953, 'logits/rejected': 0.5487064123153687, 'logits/chosen': 0.5444585680961609, 'nll_loss': 2.4972660541534424, 'log_odds_ratio': -1.11929452419281, 'log_odds_chosen': 2.337411880493164, 'epoch': 0.0}
{'loss': 1.9772, 'grad_norm': 0.6965815424919128, 'learning_rate': 1.1928000000000002e-05, 'rewards/chosen': -0.1068405732512474, 'rewards/rejected': -0.5859864950180054, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.47914591431617737, 'logps/rejected': -5.859865665435791, 'logps/chosen': -1.0684057474136353, 'logits/rejected': 0.22386367619037628, 'logits/chosen': 0.19251146912574768, 'nll_loss': 1.9722487926483154, 'log_odds_ratio': -0.04908293858170509, 'log_odds_chosen': 5.5005574226379395, 'epoch': 0.4}
{'loss': 2.0639, 'grad_norm': 1.0728644132614136, 'learning_rate': 1.1848000000000002e-05, 'rewards/chosen': -0.1226673573255539, 'rewards/rejected': -0.6479148864746094, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5252475142478943, 'logps/rejected': -6.479148864746094, 'logps/chosen': -1.2266736030578613, 'logits/rejected': 0.2569775879383087, 'logits/chosen': 0.23673656582832336, 'nll_loss': 2.0620758533477783, 'log_odds_ratio': -0.018681436777114868, 'log_odds_chosen': 5.960735321044922, 'epoch': 0.41}
{'loss': 1.9041, 'grad_norm': 0.8568971753120422, 'learning_rate': 1.1768000000000002e-05, 'rewards/chosen': -0.10715822875499725, 'rewards/rejected': -0.6123517155647278, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.5051934123039246, 'logps/rejected': -6.12351655960083, 'logps/chosen': -1.071582317352295, 'logits/rejected': 0.20326456427574158, 'logits/chosen': 0.1781555712223053, 'nll_loss': 1.8997281789779663, 'log_odds_ratio': -0.04409045726060867, 'log_odds_chosen': 5.730656623840332, 'epoch': 0.41}
{'loss': 1.9708, 'grad_norm': 0.8309948444366455, 'learning_rate': 1.1688000000000002e-05, 'rewards/chosen': -0.12039407342672348, 'rewards/rejected': -0.6224934458732605, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5020992755889893, 'logps/rejected': -6.224934101104736, 'logps/chosen': -1.203940749168396, 'logits/rejected': 0.2511278986930847, 'logits/chosen': 0.22171278297901154, 'nll_loss': 1.9675824642181396, 'log_odds_ratio': -0.03238969296216965, 'log_odds_chosen': 5.738879203796387, 'epoch': 0.42}
{'loss': 1.9167, 'grad_norm': 0.6250084638595581, 'learning_rate': 1.1608000000000001e-05, 'rewards/chosen': -0.12470461428165436, 'rewards/rejected': -0.6277636885643005, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.5030590891838074, 'logps/rejected': -6.277636528015137, 'logps/chosen': -1.247045874595642, 'logits/rejected': 0.2729591131210327, 'logits/chosen': 0.25890809297561646, 'nll_loss': 1.9019485712051392, 'log_odds_ratio': -0.14709560573101044, 'log_odds_chosen': 5.728489398956299, 'epoch': 0.42}
{'loss': 1.8542, 'grad_norm': 1.420929193496704, 'learning_rate': 1.1528000000000002e-05, 'rewards/chosen': -0.13325825333595276, 'rewards/rejected': -0.6037074327468872, 'rewards/accuracies': 1.0, 'rewards/margins': 0.4704492688179016, 'logps/rejected': -6.037074089050293, 'logps/chosen': -1.3325824737548828, 'logits/rejected': 0.13231980800628662, 'logits/chosen': 0.10872723162174225, 'nll_loss': 1.8498315811157227, 'log_odds_ratio': -0.04388340562582016, 'log_odds_chosen': 5.3437981605529785, 'epoch': 0.42}
{'loss': 1.8341, 'grad_norm': 0.7503004670143127, 'learning_rate': 1.1448000000000001e-05, 'rewards/chosen': -0.10792895406484604, 'rewards/rejected': -0.5802630186080933, 'rewards/accuracies': 1.0, 'rewards/margins': 0.4723340570926666, 'logps/rejected': -5.8026299476623535, 'logps/chosen': -1.079289436340332, 'logits/rejected': 0.16056837141513824, 'logits/chosen': 0.1346067190170288, 'nll_loss': 1.8288326263427734, 'log_odds_ratio': -0.052724700421094894, 'log_odds_chosen': 5.482253074645996, 'epoch': 0.43}
{'loss': 1.9251, 'grad_norm': 0.80721116065979, 'learning_rate': 1.1368000000000002e-05, 'rewards/chosen': -0.14611124992370605, 'rewards/rejected': -0.6002578139305115, 'rewards/accuracies': 1.0, 'rewards/margins': 0.4541465640068054, 'logps/rejected': -6.0025787353515625, 'logps/chosen': -1.4611124992370605, 'logits/rejected': 0.18056809902191162, 'logits/chosen': 0.1567036360502243, 'nll_loss': 1.9211759567260742, 'log_odds_ratio': -0.03969395160675049, 'log_odds_chosen': 5.0435895919799805, 'epoch': 0.43}
{'loss': 1.9003, 'grad_norm': 0.8267731070518494, 'learning_rate': 1.1288000000000001e-05, 'rewards/chosen': -0.13664130866527557, 'rewards/rejected': -0.6121859550476074, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.47554460167884827, 'logps/rejected': -6.121859550476074, 'logps/chosen': -1.3664131164550781, 'logits/rejected': 0.21278032660484314, 'logits/chosen': 0.17984876036643982, 'nll_loss': 1.8954222202301025, 'log_odds_ratio': -0.04843748360872269, 'log_odds_chosen': 5.357335090637207, 'epoch': 0.44}
{'loss': 1.9257, 'grad_norm': 0.9614545702934265, 'learning_rate': 1.1208000000000002e-05, 'rewards/chosen': -0.11902327835559845, 'rewards/rejected': -0.6251877546310425, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5061644315719604, 'logps/rejected': -6.251877784729004, 'logps/chosen': -1.190232515335083, 'logits/rejected': 0.18142110109329224, 'logits/chosen': 0.15508875250816345, 'nll_loss': 1.9231359958648682, 'log_odds_ratio': -0.02586859092116356, 'log_odds_chosen': 5.69547700881958, 'epoch': 0.44}
{'loss': 1.8909, 'grad_norm': 0.7304179072380066, 'learning_rate': 1.1128000000000001e-05, 'rewards/chosen': -0.14693322777748108, 'rewards/rejected': -0.6256552934646606, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.47872209548950195, 'logps/rejected': -6.2565531730651855, 'logps/chosen': -1.4693323373794556, 'logits/rejected': 0.1718481481075287, 'logits/chosen': 0.14370746910572052, 'nll_loss': 1.8811776638031006, 'log_odds_ratio': -0.0976094976067543, 'log_odds_chosen': 5.527251720428467, 'epoch': 0.44}
{'loss': 1.8835, 'grad_norm': 0.8882505297660828, 'learning_rate': 1.1048000000000002e-05, 'rewards/chosen': -0.10445787757635117, 'rewards/rejected': -0.5514856576919556, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 0.44702786207199097, 'logps/rejected': -5.514857292175293, 'logps/chosen': -1.0445787906646729, 'logits/rejected': 0.30687063932418823, 'logits/chosen': 0.26191821694374084, 'nll_loss': 1.871633529663086, 'log_odds_ratio': -0.1189764142036438, 'log_odds_chosen': 5.404505729675293, 'epoch': 0.45}
{'loss': 1.9332, 'grad_norm': 0.7660616040229797, 'learning_rate': 1.0968e-05, 'rewards/chosen': -0.11483044922351837, 'rewards/rejected': -0.641511857509613, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5266813635826111, 'logps/rejected': -6.415119171142578, 'logps/chosen': -1.1483044624328613, 'logits/rejected': 0.29691505432128906, 'logits/chosen': 0.2694118916988373, 'nll_loss': 1.9307552576065063, 'log_odds_ratio': -0.02435106597840786, 'log_odds_chosen': 6.076915264129639, 'epoch': 0.45}
{'loss': 1.9891, 'grad_norm': 0.8290640115737915, 'learning_rate': 1.0888000000000001e-05, 'rewards/chosen': -0.12215296179056168, 'rewards/rejected': -0.5958486795425415, 'rewards/accuracies': 1.0, 'rewards/margins': 0.4736957550048828, 'logps/rejected': -5.958487033843994, 'logps/chosen': -1.221529483795166, 'logits/rejected': 0.11157633364200592, 'logits/chosen': 0.07766559720039368, 'nll_loss': 1.984000563621521, 'log_odds_ratio': -0.05067140981554985, 'log_odds_chosen': 5.486913204193115, 'epoch': 0.46}
{'loss': 1.9427, 'grad_norm': 0.7859283685684204, 'learning_rate': 1.0808e-05, 'rewards/chosen': -0.1338123232126236, 'rewards/rejected': -0.6110427379608154, 'rewards/accuracies': 1.0, 'rewards/margins': 0.47723039984703064, 'logps/rejected': -6.110427379608154, 'logps/chosen': -1.338123083114624, 'logits/rejected': 0.12904641032218933, 'logits/chosen': 0.10816434770822525, 'nll_loss': 1.9392280578613281, 'log_odds_ratio': -0.034367889165878296, 'log_odds_chosen': 5.395387649536133, 'epoch': 0.46}
{'loss': 1.9963, 'grad_norm': 1.9926561117172241, 'learning_rate': 1.0728000000000001e-05, 'rewards/chosen': -0.1437346488237381, 'rewards/rejected': -0.6181439757347107, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 0.474409282207489, 'logps/rejected': -6.181439399719238, 'logps/chosen': -1.4373464584350586, 'logits/rejected': 0.1447800099849701, 'logits/chosen': 0.11241453886032104, 'nll_loss': 1.9851958751678467, 'log_odds_ratio': -0.11091476678848267, 'log_odds_chosen': 5.440530300140381, 'epoch': 0.46}
{'loss': 1.962, 'grad_norm': 0.7704617381095886, 'learning_rate': 1.0648e-05, 'rewards/chosen': -0.12557537853717804, 'rewards/rejected': -0.5588344931602478, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.43325915932655334, 'logps/rejected': -5.588345527648926, 'logps/chosen': -1.2557538747787476, 'logits/rejected': 0.20871302485466003, 'logits/chosen': 0.1936691701412201, 'nll_loss': 1.9533872604370117, 'log_odds_ratio': -0.08623703569173813, 'log_odds_chosen': 5.102693557739258, 'epoch': 0.47}
{'loss': 1.8635, 'grad_norm': 0.6210780143737793, 'learning_rate': 1.0568000000000001e-05, 'rewards/chosen': -0.14391332864761353, 'rewards/rejected': -0.5943741798400879, 'rewards/accuracies': 1.0, 'rewards/margins': 0.45046085119247437, 'logps/rejected': -5.943741798400879, 'logps/chosen': -1.4391330480575562, 'logits/rejected': 0.01719355210661888, 'logits/chosen': -0.007046316750347614, 'nll_loss': 1.857653260231018, 'log_odds_ratio': -0.058005981147289276, 'log_odds_chosen': 5.063509941101074, 'epoch': 0.47}
{'loss': 1.8273, 'grad_norm': 0.7402798533439636, 'learning_rate': 1.0488e-05, 'rewards/chosen': -0.14323541522026062, 'rewards/rejected': -0.6369051933288574, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 0.4936698079109192, 'logps/rejected': -6.369051933288574, 'logps/chosen': -1.4323539733886719, 'logits/rejected': 0.20740565657615662, 'logits/chosen': 0.18355855345726013, 'nll_loss': 1.8142585754394531, 'log_odds_ratio': -0.1303345263004303, 'log_odds_chosen': 5.696479320526123, 'epoch': 0.48}
{'loss': 1.9451, 'grad_norm': 1.1891142129898071, 'learning_rate': 1.0408000000000001e-05, 'rewards/chosen': -0.0930849090218544, 'rewards/rejected': -0.6098564267158508, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5167714953422546, 'logps/rejected': -6.098564147949219, 'logps/chosen': -0.9308490753173828, 'logits/rejected': 0.18699249625205994, 'logits/chosen': 0.14788831770420074, 'nll_loss': 1.9426358938217163, 'log_odds_ratio': -0.024254102259874344, 'log_odds_chosen': 6.183380603790283, 'epoch': 0.48}
{'loss': 1.9779, 'grad_norm': 0.720058023929596, 'learning_rate': 1.0328e-05, 'rewards/chosen': -0.11336100101470947, 'rewards/rejected': -0.5649300813674927, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.45156899094581604, 'logps/rejected': -5.649300575256348, 'logps/chosen': -1.1336100101470947, 'logits/rejected': 0.12831814587116241, 'logits/chosen': 0.10996095091104507, 'nll_loss': 1.9716898202896118, 'log_odds_ratio': -0.062088679522275925, 'log_odds_chosen': 5.20840311050415, 'epoch': 0.48}
{'loss': 1.8945, 'grad_norm': 0.7103235721588135, 'learning_rate': 1.0248e-05, 'rewards/chosen': -0.12873362004756927, 'rewards/rejected': -0.604117214679718, 'rewards/accuracies': 1.0, 'rewards/margins': 0.47538357973098755, 'logps/rejected': -6.041171550750732, 'logps/chosen': -1.2873361110687256, 'logits/rejected': 0.090180404484272, 'logits/chosen': 0.06866905838251114, 'nll_loss': 1.8889176845550537, 'log_odds_ratio': -0.055657047778367996, 'log_odds_chosen': 5.436252117156982, 'epoch': 0.49}
{'loss': 1.9456, 'grad_norm': 0.816500186920166, 'learning_rate': 1.0168e-05, 'rewards/chosen': -0.12177108228206635, 'rewards/rejected': -0.6341858506202698, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.512414813041687, 'logps/rejected': -6.34185791015625, 'logps/chosen': -1.2177108526229858, 'logits/rejected': 0.3387441635131836, 'logits/chosen': 0.3188159763813019, 'nll_loss': 1.9389076232910156, 'log_odds_ratio': -0.06729815900325775, 'log_odds_chosen': 5.931039810180664, 'epoch': 0.49}
{'loss': 1.9395, 'grad_norm': 0.8264625668525696, 'learning_rate': 1.0088e-05, 'rewards/chosen': -0.1230793222784996, 'rewards/rejected': -0.5989735722541809, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 0.4758942127227783, 'logps/rejected': -5.9897356033325195, 'logps/chosen': -1.2307932376861572, 'logits/rejected': 0.22363094985485077, 'logits/chosen': 0.21361586451530457, 'nll_loss': 1.9276889562606812, 'log_odds_ratio': -0.1186036616563797, 'log_odds_chosen': 5.487277984619141, 'epoch': 0.5}
{'loss': 2.0255, 'grad_norm': 0.9224787950515747, 'learning_rate': 1.0008e-05, 'rewards/chosen': -0.14385218918323517, 'rewards/rejected': -0.5690521001815796, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 0.4251999258995056, 'logps/rejected': -5.690521240234375, 'logps/chosen': -1.4385216236114502, 'logits/rejected': 0.26285234093666077, 'logits/chosen': 0.23418231308460236, 'nll_loss': 2.0165915489196777, 'log_odds_ratio': -0.08922810852527618, 'log_odds_chosen': 4.761293411254883, 'epoch': 0.5}
{'loss': 1.8869, 'grad_norm': 0.9111377000808716, 'learning_rate': 9.928e-06, 'rewards/chosen': -0.11522795259952545, 'rewards/rejected': -0.5823084712028503, 'rewards/accuracies': 0.925000011920929, 'rewards/margins': 0.4670805335044861, 'logps/rejected': -5.823084831237793, 'logps/chosen': -1.1522796154022217, 'logits/rejected': 0.15104125440120697, 'logits/chosen': 0.13935920596122742, 'nll_loss': 1.8781814575195312, 'log_odds_ratio': -0.08673156052827835, 'log_odds_chosen': 5.54519510269165, 'epoch': 0.5}
{'loss': 1.9489, 'grad_norm': 0.7927294969558716, 'learning_rate': 9.848000000000001e-06, 'rewards/chosen': -0.11396213620901108, 'rewards/rejected': -0.6267536878585815, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5127915740013123, 'logps/rejected': -6.2675371170043945, 'logps/chosen': -1.139621376991272, 'logits/rejected': 0.15997496247291565, 'logits/chosen': 0.1350894421339035, 'nll_loss': 1.9452064037322998, 'log_odds_ratio': -0.036738354712724686, 'log_odds_chosen': 5.879230499267578, 'epoch': 0.51}
{'loss': 1.8727, 'grad_norm': 0.9284974336624146, 'learning_rate': 9.768e-06, 'rewards/chosen': -0.12845420837402344, 'rewards/rejected': -0.6282813549041748, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.49982720613479614, 'logps/rejected': -6.282813549041748, 'logps/chosen': -1.2845419645309448, 'logits/rejected': 0.14064525067806244, 'logits/chosen': 0.11029241234064102, 'nll_loss': 1.8651487827301025, 'log_odds_ratio': -0.07570936530828476, 'log_odds_chosen': 5.712526321411133, 'epoch': 0.51}
{'loss': 1.8795, 'grad_norm': 0.6834553480148315, 'learning_rate': 9.688000000000001e-06, 'rewards/chosen': -0.10283628851175308, 'rewards/rejected': -0.5631633400917053, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.46032705903053284, 'logps/rejected': -5.6316328048706055, 'logps/chosen': -1.0283629894256592, 'logits/rejected': 0.14906193315982819, 'logits/chosen': 0.11890759319067001, 'nll_loss': 1.867558240890503, 'log_odds_ratio': -0.11951886117458344, 'log_odds_chosen': 5.551596641540527, 'epoch': 0.52}
{'loss': 1.941, 'grad_norm': 1.5768866539001465, 'learning_rate': 9.608e-06, 'rewards/chosen': -0.16919401288032532, 'rewards/rejected': -0.5571922063827515, 'rewards/accuracies': 0.8999999761581421, 'rewards/margins': 0.3879980742931366, 'logps/rejected': -5.571921348571777, 'logps/chosen': -1.6919400691986084, 'logits/rejected': 0.17544320225715637, 'logits/chosen': 0.13009780645370483, 'nll_loss': 1.9287805557250977, 'log_odds_ratio': -0.12236430495977402, 'log_odds_chosen': 4.368188381195068, 'epoch': 0.52}
{'loss': 1.9683, 'grad_norm': 0.8238855004310608, 'learning_rate': 9.528000000000001e-06, 'rewards/chosen': -0.12716379761695862, 'rewards/rejected': -0.6006009578704834, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.4734371602535248, 'logps/rejected': -6.006009578704834, 'logps/chosen': -1.2716379165649414, 'logits/rejected': 0.26579445600509644, 'logits/chosen': 0.23841151595115662, 'nll_loss': 1.9610378742218018, 'log_odds_ratio': -0.0723777785897255, 'log_odds_chosen': 5.381091594696045, 'epoch': 0.52}
{'loss': 1.8845, 'grad_norm': 0.9050093293190002, 'learning_rate': 9.448e-06, 'rewards/chosen': -0.10208790004253387, 'rewards/rejected': -0.5952576398849487, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.4931696951389313, 'logps/rejected': -5.952576160430908, 'logps/chosen': -1.0208790302276611, 'logits/rejected': 0.13502314686775208, 'logits/chosen': 0.09977886825799942, 'nll_loss': 1.8798797130584717, 'log_odds_ratio': -0.04577052593231201, 'log_odds_chosen': 5.796209335327148, 'epoch': 0.53}
{'loss': 1.9147, 'grad_norm': 0.6683829426765442, 'learning_rate': 9.368e-06, 'rewards/chosen': -0.10886148363351822, 'rewards/rejected': -0.638831377029419, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5299698710441589, 'logps/rejected': -6.388314247131348, 'logps/chosen': -1.088614821434021, 'logits/rejected': 0.2290809452533722, 'logits/chosen': 0.20605632662773132, 'nll_loss': 1.9124839305877686, 'log_odds_ratio': -0.02246844582259655, 'log_odds_chosen': 6.030500888824463, 'epoch': 0.53}
{'loss': 1.8905, 'grad_norm': 1.2106858491897583, 'learning_rate': 9.288e-06, 'rewards/chosen': -0.14269228279590607, 'rewards/rejected': -0.5888932943344116, 'rewards/accuracies': 1.0, 'rewards/margins': 0.4462009370326996, 'logps/rejected': -5.888932228088379, 'logps/chosen': -1.4269230365753174, 'logits/rejected': 0.1644296646118164, 'logits/chosen': 0.12583895027637482, 'nll_loss': 1.886429786682129, 'log_odds_ratio': -0.04035370051860809, 'log_odds_chosen': 4.9903459548950195, 'epoch': 0.54}
{'loss': 1.9253, 'grad_norm': 1.4291512966156006, 'learning_rate': 9.208e-06, 'rewards/chosen': -0.15733370184898376, 'rewards/rejected': -0.6365557312965393, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.47922199964523315, 'logps/rejected': -6.3655571937561035, 'logps/chosen': -1.573337197303772, 'logits/rejected': 0.16818900406360626, 'logits/chosen': 0.14755767583847046, 'nll_loss': 1.9139974117279053, 'log_odds_ratio': -0.11295659840106964, 'log_odds_chosen': 5.45272159576416, 'epoch': 0.54}
{'loss': 1.9827, 'grad_norm': 0.7637467384338379, 'learning_rate': 9.128e-06, 'rewards/chosen': -0.11639782041311264, 'rewards/rejected': -0.6365965604782104, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5201987028121948, 'logps/rejected': -6.365964889526367, 'logps/chosen': -1.163978099822998, 'logits/rejected': 0.16639921069145203, 'logits/chosen': 0.14075268805027008, 'nll_loss': 1.9796316623687744, 'log_odds_ratio': -0.03055146336555481, 'log_odds_chosen': 5.882983207702637, 'epoch': 0.54}
{'loss': 1.9473, 'grad_norm': 1.0820395946502686, 'learning_rate': 9.048e-06, 'rewards/chosen': -0.13269874453544617, 'rewards/rejected': -0.6205400228500366, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.4878412187099457, 'logps/rejected': -6.205399513244629, 'logps/chosen': -1.3269871473312378, 'logits/rejected': 0.2114800214767456, 'logits/chosen': 0.1880762279033661, 'nll_loss': 1.9431860446929932, 'log_odds_ratio': -0.04091433063149452, 'log_odds_chosen': 5.493929862976074, 'epoch': 0.55}
{'loss': 1.8931, 'grad_norm': 0.7219308614730835, 'learning_rate': 8.968000000000001e-06, 'rewards/chosen': -0.12843060493469238, 'rewards/rejected': -0.5652618408203125, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.43683117628097534, 'logps/rejected': -5.652617454528809, 'logps/chosen': -1.2843059301376343, 'logits/rejected': 0.17537863552570343, 'logits/chosen': 0.15854305028915405, 'nll_loss': 1.8878719806671143, 'log_odds_ratio': -0.05238146334886551, 'log_odds_chosen': 5.0993218421936035, 'epoch': 0.55}
{'loss': 1.9016, 'grad_norm': 0.6674986481666565, 'learning_rate': 8.888e-06, 'rewards/chosen': -0.10139968246221542, 'rewards/rejected': -0.6365782618522644, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5351786017417908, 'logps/rejected': -6.365782737731934, 'logps/chosen': -1.0139968395233154, 'logits/rejected': 0.2718091607093811, 'logits/chosen': 0.24469313025474548, 'nll_loss': 1.8990710973739624, 'log_odds_ratio': -0.02511673793196678, 'log_odds_chosen': 6.156506061553955, 'epoch': 0.56}
{'loss': 1.875, 'grad_norm': 0.7272142171859741, 'learning_rate': 8.808000000000001e-06, 'rewards/chosen': -0.11942839622497559, 'rewards/rejected': -0.6360021829605103, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5165737867355347, 'logps/rejected': -6.360021114349365, 'logps/chosen': -1.1942837238311768, 'logits/rejected': 0.2559746503829956, 'logits/chosen': 0.2193177491426468, 'nll_loss': 1.8730719089508057, 'log_odds_ratio': -0.019589120522141457, 'log_odds_chosen': 5.899016380310059, 'epoch': 0.56}
{'loss': 1.9231, 'grad_norm': 0.7637685537338257, 'learning_rate': 8.728e-06, 'rewards/chosen': -0.13791213929653168, 'rewards/rejected': -0.6649958491325378, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.5270837545394897, 'logps/rejected': -6.649958610534668, 'logps/chosen': -1.37912118434906, 'logits/rejected': 0.3675854802131653, 'logits/chosen': 0.33279234170913696, 'nll_loss': 1.9181859493255615, 'log_odds_ratio': -0.0495927631855011, 'log_odds_chosen': 6.0729193687438965, 'epoch': 0.56}
{'loss': 1.8708, 'grad_norm': 0.8979995846748352, 'learning_rate': 8.648000000000001e-06, 'rewards/chosen': -0.10520143806934357, 'rewards/rejected': -0.6736127138137817, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5684113502502441, 'logps/rejected': -6.7361273765563965, 'logps/chosen': -1.0520144701004028, 'logits/rejected': 0.19363920390605927, 'logits/chosen': 0.18909287452697754, 'nll_loss': 1.8698139190673828, 'log_odds_ratio': -0.010349827818572521, 'log_odds_chosen': 6.430479526519775, 'epoch': 0.57}
{'loss': 1.9222, 'grad_norm': 0.7981675267219543, 'learning_rate': 8.568e-06, 'rewards/chosen': -0.10555832087993622, 'rewards/rejected': -0.6119450330734253, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5063866972923279, 'logps/rejected': -6.119450569152832, 'logps/chosen': -1.0555832386016846, 'logits/rejected': 0.26701265573501587, 'logits/chosen': 0.24216194450855255, 'nll_loss': 1.9201290607452393, 'log_odds_ratio': -0.020633073523640633, 'log_odds_chosen': 5.828047752380371, 'epoch': 0.57}
{'loss': 1.8898, 'grad_norm': 0.682584822177887, 'learning_rate': 8.488e-06, 'rewards/chosen': -0.10886981338262558, 'rewards/rejected': -0.6610699892044067, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5522002577781677, 'logps/rejected': -6.6107001304626465, 'logps/chosen': -1.088698148727417, 'logits/rejected': 0.16355915367603302, 'logits/chosen': 0.1460995376110077, 'nll_loss': 1.8883178234100342, 'log_odds_ratio': -0.014425371773540974, 'log_odds_chosen': 6.327463150024414, 'epoch': 0.58}
{'loss': 2.0584, 'grad_norm': 0.8060142993927002, 'learning_rate': 8.408e-06, 'rewards/chosen': -0.12719324231147766, 'rewards/rejected': -0.6245651245117188, 'rewards/accuracies': 1.0, 'rewards/margins': 0.4973719120025635, 'logps/rejected': -6.2456512451171875, 'logps/chosen': -1.2719323635101318, 'logits/rejected': 0.14927712082862854, 'logits/chosen': 0.11664625257253647, 'nll_loss': 2.05582857131958, 'log_odds_ratio': -0.025701399892568588, 'log_odds_chosen': 5.645408630371094, 'epoch': 0.58}
{'loss': 1.8071, 'grad_norm': 0.758726954460144, 'learning_rate': 8.328e-06, 'rewards/chosen': -0.1307179182767868, 'rewards/rejected': -0.5961131453514099, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 0.4653952717781067, 'logps/rejected': -5.961131572723389, 'logps/chosen': -1.3071792125701904, 'logits/rejected': 0.13809406757354736, 'logits/chosen': 0.12377043068408966, 'nll_loss': 1.794150710105896, 'log_odds_ratio': -0.12974275648593903, 'log_odds_chosen': 5.352837562561035, 'epoch': 0.58}
{'loss': 1.933, 'grad_norm': 0.8708764910697937, 'learning_rate': 8.248e-06, 'rewards/chosen': -0.12858156859874725, 'rewards/rejected': -0.6379632949829102, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.5093817710876465, 'logps/rejected': -6.37963342666626, 'logps/chosen': -1.285815715789795, 'logits/rejected': 0.2159813642501831, 'logits/chosen': 0.1955239623785019, 'nll_loss': 1.9263050556182861, 'log_odds_ratio': -0.06724540144205093, 'log_odds_chosen': 5.884173393249512, 'epoch': 0.59}
{'loss': 1.8409, 'grad_norm': 0.6936466693878174, 'learning_rate': 8.168e-06, 'rewards/chosen': -0.09827737510204315, 'rewards/rejected': -0.6146376729011536, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.516360342502594, 'logps/rejected': -6.146376609802246, 'logps/chosen': -0.9827736616134644, 'logits/rejected': 0.1382429301738739, 'logits/chosen': 0.11728765815496445, 'nll_loss': 1.8359779119491577, 'log_odds_ratio': -0.049201689660549164, 'log_odds_chosen': 6.088872909545898, 'epoch': 0.59}
{'loss': 1.9615, 'grad_norm': 1.4955558776855469, 'learning_rate': 8.088e-06, 'rewards/chosen': -0.11719055473804474, 'rewards/rejected': -0.5481833219528198, 'rewards/accuracies': 1.0, 'rewards/margins': 0.4309927523136139, 'logps/rejected': -5.481832981109619, 'logps/chosen': -1.1719053983688354, 'logits/rejected': 0.2716599702835083, 'logits/chosen': 0.253587543964386, 'nll_loss': 1.9541237354278564, 'log_odds_ratio': -0.07376720011234283, 'log_odds_chosen': 4.944174766540527, 'epoch': 0.6}
{'loss': 1.9984, 'grad_norm': 0.7558563947677612, 'learning_rate': 8.008e-06, 'rewards/chosen': -0.11497072130441666, 'rewards/rejected': -0.6412829160690308, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 0.5263122916221619, 'logps/rejected': -6.412829399108887, 'logps/chosen': -1.1497070789337158, 'logits/rejected': 0.1648036688566208, 'logits/chosen': 0.1414741724729538, 'nll_loss': 1.9867489337921143, 'log_odds_ratio': -0.116228386759758, 'log_odds_chosen': 6.1444830894470215, 'epoch': 0.6}
